|Run,|Epoch,#SSE,#AvgSSE,#PctErr,#PctCor,#CosDiff,#Letter Input ActAvg,#Music Input ActAvg,#Letter Hidden ActAvg,#Letter Output ActAvg,#Hidden Context ActAvg,#Music Hidden ActAvg,#Music Output ActAvg,#Associator Layer ActAvg
0,161,0,0,0,1,0.9964,0.4019,0.19,0.1342,0.095,0.1562,0.1791,0.19,0.15
0,162,0,0,0,1,0.997,0.4034,0.19,0.1345,0.095,0.1562,0.1792,0.19,0.15
0,163,0,0,0,1,0.9974,0.4048,0.19,0.1347,0.095,0.1561,0.1792,0.19,0.15
0,164,0,0,0,1,0.9986,0.406,0.19,0.1349,0.095,0.1561,0.1793,0.19,0.15
0,165,0,0,0,1,0.9987,0.4002,0.19,0.1342,0.095,0.1563,0.1791,0.19,0.15
0,166,0,0,0,1,0.9987,0.4019,0.19,0.1344,0.095,0.1562,0.1792,0.19,0.15
0,167,0,0,0,1,0.9988,0.4034,0.19,0.1347,0.095,0.1561,0.1792,0.19,0.15
0,168,0,0,0,1,0.9988,0.4048,0.19,0.1348,0.095,0.156,0.1792,0.19,0.15
0,169,0,0,0,1,0.9989,0.406,0.19,0.135,0.095,0.156,0.1793,0.19,0.15
0,170,0,0,0,1,0.999,0.4002,0.19,0.1343,0.095,0.1561,0.1791,0.19,0.15
0,171,0,0,0,1,0.999,0.4019,0.19,0.1345,0.095,0.156,0.1792,0.19,0.15
0,172,0,0,0,1,0.9991,0.4034,0.19,0.1347,0.095,0.156,0.1792,0.19,0.15
0,173,0,0,0,1,0.9991,0.4048,0.19,0.1349,0.095,0.1559,0.1792,0.19,0.15
0,174,0,0,0,1,0.9991,0.406,0.19,0.1351,0.095,0.1558,0.1792,0.19,0.15
0,175,0,0,0,1,0.9991,0.4002,0.19,0.1343,0.095,0.156,0.1791,0.19,0.15
0,176,0,0,0,1,0.9986,0.4019,0.19,0.1346,0.095,0.1559,0.1791,0.19,0.15
0,177,0,0,0,1,0.9987,0.4034,0.19,0.1348,0.095,0.1558,0.1791,0.19,0.15
0,178,0,0,0,1,0.9991,0.4048,0.19,0.135,0.095,0.1557,0.1791,0.19,0.15
0,179,0,0,0,1,0.9991,0.406,0.19,0.1352,0.095,0.1556,0.1791,0.19,0.15
0,180,0,0,0,1,0.9991,0.4002,0.19,0.1345,0.095,0.1558,0.179,0.19,0.15
0,181,0,0,0,1,0.999,0.4019,0.19,0.1347,0.095,0.1557,0.179,0.19,0.15
0,182,0,0,0,1,0.999,0.4034,0.19,0.1349,0.095,0.1555,0.179,0.19,0.15
0,183,0,0,0,1,0.9965,0.4048,0.19,0.1351,0.095,0.1554,0.179,0.19,0.15
